,Age,Pclass,Fare,Sex_n,Embarked_n,Survived
0,0.2638029085214218,-0.3236379365677838,-0.5720626992256541,-0.7454667355348623,-0.6100244950981986,0
1,0.49547229251988584,-1.5084243686883068,0.8667727820946368,-0.7454667355348623,0.9477697643354939,1
2,-0.8945440114708985,0.8611484955527392,-0.006123975477633417,-0.7454667355348623,-0.6100244950981986,0
3,0.2638029085214218,-1.5084243686883068,0.4457357614361409,-0.7454667355348623,-0.6100244950981986,0
4,0.3410260365209098,-1.5084243686883068,0.4457357614361409,-0.7454667355348623,-0.6100244950981986,1
5,2.1943811085086224,-1.5084243686883068,0.8667727820946368,1.3414414786496318,0.9477697643354939,1
6,-0.1223127314760183,0.8611484955527392,-0.4163947917536474,-0.7454667355348623,0.9477697643354939,0
7,-0.045089603476530286,-0.3236379365677838,0.4065211097118685,1.3414414786496318,-0.6100244950981986,1
8,0.41824916452039784,0.8611484955527392,-0.8842968861909873,-0.7454667355348623,-0.6100244950981986,0
9,0.7271416765183499,-1.5084243686883068,0.8667727820946368,1.3414414786496318,0.9477697643354939,1
10,-0.1223127314760183,0.8611484955527392,2.5808523388992572,-0.7454667355348623,-0.6100244950981986,0
11,-0.1223127314760183,-1.5084243686883068,0.40117365720401327,-0.7454667355348623,-0.6100244950981986,0
12,-0.1223127314760183,-1.5084243686883068,0.5292130600521009,-0.7454667355348623,0.9477697643354939,0
13,-2.0528909314632187,0.8611484955527392,0.7906464481928086,-0.7454667355348623,-0.6100244950981986,1
14,-0.6628746274724344,-0.3236379365677838,0.8667727820946368,-0.7454667355348623,-0.6100244950981986,0
15,-0.1223127314760183,0.8611484955527392,-0.023649359830044507,-0.7454667355348623,-0.6100244950981986,0
16,-0.3539821154744824,0.8611484955527392,-0.9321245014212455,-0.7454667355348623,0.9477697643354939,0
17,-0.1223127314760183,0.8611484955527392,-0.8842968861909873,-0.7454667355348623,-0.6100244950981986,0
18,0.2638029085214218,0.8611484955527392,-0.887262939848678,-0.7454667355348623,-0.6100244950981986,0
19,-0.8173208834714105,-0.3236379365677838,-0.6986190752448966,-0.7454667355348623,-0.6100244950981986,1
20,-0.5084283714734584,0.8611484955527392,-0.7895257678784371,-0.7454667355348623,-0.6100244950981986,0
21,-1.5123290354668026,0.8611484955527392,0.6293316308725067,-0.7454667355348623,2.5055640237691863,0
22,-0.1223127314760183,0.8611484955527392,-0.887262939848678,-0.7454667355348623,-0.6100244950981986,0
23,-0.1223127314760183,0.8611484955527392,-0.8964748180355433,-0.7454667355348623,2.5055640237691863,0
24,-2.1301140594627066,0.8611484955527392,0.5419899065775364,1.3414414786496318,-0.6100244950981986,0
25,1.267703572514766,-1.5084243686883068,0.8667727820946368,-0.7454667355348623,0.9477697643354939,0
26,0.10935665252244575,-0.3236379365677838,-0.6986190752448966,-0.7454667355348623,-0.6100244950981986,0
27,-0.6628746274724344,-1.5084243686883068,2.929035666590732,-0.7454667355348623,0.9477697643354939,0
28,-1.0489902674698746,0.8611484955527392,-0.8733025238348369,-0.7454667355348623,-0.6100244950981986,0
29,-0.4312052434739704,0.8611484955527392,-0.9128166328995492,-0.7454667355348623,-0.6100244950981986,0
30,-0.8945440114708985,0.8611484955527392,-0.8296316616873519,-0.7454667355348623,-0.6100244950981986,0
31,0.8815879325173259,-1.5084243686883068,0.7273682601831875,-0.7454667355348623,-0.6100244950981986,0
32,-0.1223127314760183,0.8611484955527392,-0.8946923338662582,-0.7454667355348623,2.5055640237691863,0
33,-0.8945440114708985,0.8611484955527392,-0.9841159996709534,-0.7454667355348623,-0.6100244950981986,0
34,-0.4312052434739704,-0.3236379365677838,0.4065211097118685,1.3414414786496318,-0.6100244950981986,1
35,1.190480444515278,-1.5084243686883068,0.4457357614361409,-0.7454667355348623,-0.6100244950981986,0
36,0.2638029085214218,0.8611484955527392,0.01972204497700066,1.3414414786496318,-0.6100244950981986,1
37,-0.6628746274724344,0.8611484955527392,1.0036533064223787,1.3414414786496318,-0.6100244950981986,0
38,1.267703572514766,-1.5084243686883068,0.8667727820946368,-0.7454667355348623,0.9477697643354939,0
39,-0.3539821154744824,-0.3236379365677838,-0.5203706583163862,-0.7454667355348623,-0.6100244950981986,0
40,-0.1223127314760183,0.8611484955527392,-0.8842968861909873,-0.7454667355348623,0.9477697643354939,0
41,0.8043648045178379,-0.3236379365677838,-0.5203706583163862,-0.7454667355348623,-0.6100244950981986,0
42,-0.1223127314760183,0.8611484955527392,-0.9318250440808056,-0.7454667355348623,0.9477697643354939,0
43,0.3410260365209098,-0.3236379365677838,0.4065211097118685,-0.7454667355348623,-0.6100244950981986,0
44,-0.9717671394703865,-0.3236379365677838,-0.6986190752448966,1.3414414786496318,-0.6100244950981986,1
45,-0.5084283714734584,0.8611484955527392,-0.887262939848678,-0.7454667355348623,-0.6100244950981986,0
46,-0.045089603476530286,0.8611484955527392,-0.9449013479466811,-0.7454667355348623,-0.6100244950981986,0
47,-0.5856514994729464,0.8611484955527392,-0.8082418516559305,1.3414414786496318,-0.6100244950981986,1
48,-1.1648249594691065,0.8611484955527392,0.8667727820946368,-0.7454667355348623,-0.6100244950981986,0
49,1.344926700514254,-1.5084243686883068,1.5758307247628973,-0.7454667355348623,-0.6100244950981986,0
50,0.49547229251988584,-1.5084243686883068,0.42701967765864735,-0.7454667355348623,-0.6100244950981986,1
51,0.8043648045178379,-1.5084243686883068,0.8667727820946368,1.3414414786496318,-0.6100244950981986,1
52,-0.3539821154744824,0.8611484955527392,-0.7699184420163009,-0.7454667355348623,-0.6100244950981986,0
53,-2.207337187462195,0.8611484955527392,-0.5786008511585921,1.3414414786496318,-0.6100244950981986,1
54,-0.1223127314760183,0.8611484955527392,-0.7699184420163009,-0.7454667355348623,-0.6100244950981986,0
55,-0.4312052434739704,-1.5084243686883068,0.8667727820946368,-0.7454667355348623,0.9477697643354939,0
56,-1.2806596514683386,0.8611484955527392,0.7906464481928086,-0.7454667355348623,-0.6100244950981986,0
57,-0.1223127314760183,0.8611484955527392,0.21044785109050695,1.3414414786496318,2.5055640237691863,1
58,-0.7400977554719225,0.8611484955527392,-0.7467461478155946,1.3414414786496318,-0.6100244950981986,0
59,-0.1995358594755063,0.8611484955527392,-0.8822149446812624,1.3414414786496318,-0.6100244950981986,1
60,0.03213352452295773,0.8611484955527392,-0.9321245014212455,-0.7454667355348623,0.9477697643354939,0
61,-2.220465119222108,-0.3236379365677838,-0.11039929938081197,-0.7454667355348623,-0.6100244950981986,1
62,1.344926700514254,-1.5084243686883068,2.260304645768378,-0.7454667355348623,-0.6100244950981986,0
63,1.49937295651323,-1.5084243686883068,0.8667727820946368,-0.7454667355348623,0.9477697643354939,0
64,0.958811060516814,-0.3236379365677838,-0.5203706583163862,-0.7454667355348623,-0.6100244950981986,0
65,-0.1223127314760183,-1.5084243686883068,0.4457357614361409,-0.7454667355348623,-0.6100244950981986,0
66,-0.1223127314760183,-1.5084243686883068,0.8667727820946368,1.3414414786496318,0.9477697643354939,1
67,-0.8173208834714105,-0.3236379365677838,-0.6986190752448966,-0.7454667355348623,-0.6100244950981986,0
68,-1.8984446754642428,0.8611484955527392,0.7906464481928086,-0.7454667355348623,-0.6100244950981986,0
69,-0.6628746274724344,0.8611484955527392,-0.887262939848678,-0.7454667355348623,-0.6100244950981986,0
70,1.11325731651579,-0.3236379365677838,0.4065211097118685,1.3414414786496318,-0.6100244950981986,0
71,-0.1223127314760183,0.8611484955527392,0.36849715741267863,1.3414414786496318,-0.6100244950981986,0
72,-0.3539821154744824,0.8611484955527392,-0.9018222705433986,-0.7454667355348623,-0.6100244950981986,0
73,-1.2806596514683386,0.8611484955527392,-0.0034502492237056576,-0.7454667355348623,-0.6100244950981986,0
74,-0.1223127314760183,0.8611484955527392,-0.8946923338662582,1.3414414786496318,2.5055640237691863,1
75,-0.1223127314760183,0.8611484955527392,0.8667727820946368,-0.7454667355348623,-0.6100244950981986,0
76,1.344926700514254,0.8611484955527392,-0.9481668589448113,1.3414414786496318,-0.6100244950981986,1
77,-0.1223127314760183,-0.3236379365677838,-0.5203706583163862,-0.7454667355348623,-0.6100244950981986,0
78,-0.1223127314760183,0.8611484955527392,0.8667727820946368,1.3414414786496318,-0.6100244950981986,0
79,3.5843974124994067,-1.5084243686883068,0.8667727820946368,1.3414414786496318,-0.6100244950981986,1
80,0.18657978052193377,-1.5084243686883068,0.8667727820946368,1.3414414786496318,0.9477697643354939,1
81,-0.1223127314760183,0.8611484955527392,-0.908952207220539,-0.7454667355348623,-0.6100244950981986,0
82,2.4260504925070863,-0.3236379365677838,-0.5667152467177989,-0.7454667355348623,2.5055640237691863,0
83,-0.5856514994729464,0.8611484955527392,-0.8296316616873519,1.3414414786496318,-0.6100244950981986,1
84,-0.8945440114708985,0.8611484955527392,-0.8733025238348369,-0.7454667355348623,-0.6100244950981986,1
85,-0.1223127314760183,0.8611484955527392,-0.4163947917536474,-0.7454667355348623,0.9477697643354939,0
86,-0.1223127314760183,0.8611484955527392,-0.8946923338662582,-0.7454667355348623,2.5055640237691863,0
87,-0.5084283714734584,-0.3236379365677838,-0.3745064137754474,-0.7454667355348623,0.9477697643354939,0
88,-1.2034365234688507,-1.5084243686883068,0.8667727820946368,1.3414414786496318,-0.6100244950981986,1
89,0.49547229251988584,0.8611484955527392,-0.31360249467931395,1.3414414786496318,-0.6100244950981986,1
90,1.808265468511182,-1.5084243686883068,2.2231719355538306,1.3414414786496318,-0.6100244950981986,1
91,1.6538192125122062,0.8611484955527392,-0.9443024332658013,-0.7454667355348623,-0.6100244950981986,0
92,-0.6628746274724344,-0.3236379365677838,-0.6273197084734925,-0.7454667355348623,-0.6100244950981986,0
